"location","source","target"
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_player.html:106","View related contents",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_player.html:116","Related Help Topic",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_player.html:119","Go back to activity",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:19","Add Section",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:23","Add Lesson",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:303","Language Selection",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:325","Lesson Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:337","Lesson Description",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:345","Save Section",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:347","Save Lesson",
"gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:360","Choose Activity",
"gnowsys_ndf/ndf/templates/ndf/base_templates/uploadjhapp.html:94","Select JHAPP Type",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:92","Total Questions",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:109","Incorrect answers",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:117","Not Attempted",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:126 gnowsys_ndf/ndf/templates/ndf/base_templates/user_interactions.html:5","Interactions",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:133","Comments By me",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:151","Comments for me",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:178","Gallery uploads",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:185","Files Uploaded",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:189","Visits gained",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:193 gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:242","Comments recieved",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:199","Visits on Other Files",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:203","Comments on other files",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:207","Comments by unique users",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:213 gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:258","Avg. Rating Awarded",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:227","Note Making",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:234","Notes Written",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:238","Views Gained",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:248","Visits on Other Notes",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_course_analytics.html:252","Comments on other notes",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:54 gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:171","Language proficiency",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:70","Subject Proficiency",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:82","Joined on",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:98"," Groups",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:106","Files uploaded",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:117","Pages created",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:150","First name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:161","Last name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:191","Subject proficiency",
"gnowsys_ndf/ndf/templates/ndf/base_templates/userpreferences.html:3","Preferences",
"gnowsys_ndf/ndf/templates/ndf/base_templates/userpreferences.html:31","Click here to turn off notification preferences for groups",
"gnowsys_ndf/ndf/templates/ndf/base_templates/userpreferences.html:37","Forum Notifications",
"gnowsys_ndf/ndf/templates/ndf/base_templates/userpreferences.html:41","On",
"gnowsys_ndf/ndf/templates/ndf/base_templates/userpreferences.html:43","Off",
"gnowsys_ndf/ndf/templates/ndf/base_templates/userpreferences.html:49","Select Groups:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/users_mgmt.html:6","User Management",
"gnowsys_ndf/ndf/templates/ndf/base_templates/version_page.html:37 gnowsys_ndf/ndf/templates/ndf/base_templates/version_page.html:52","Compare",
"gnowsys_ndf/ndf/templates/ndf/base_templates/version_page.html:64","with",
"gnowsys_ndf/ndf/templates/ndf/base_templates/video_detail.html:8","Media",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:4","Visualize",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:72","Step 1: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:74","Select a Graph/Visualization of your choice.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:76","Bar Chart",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:77","Pie Chart",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:78","Scatter Plot",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:79","Tag Cloud",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:84","Step 2: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:85","Upload a CSV file. Please see the instructions regarding the CSV format.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:87","Instructions for CSV file",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:89","Instructions",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:91","CSV files can easily be created from Excel spreadsheets/LibreOffice Calc.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:93","Just click on ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:96","<li>Currently the graphing app supports CSV files with only 2 columns. So, your spread sheet must have only two columns.</li>
		<li>The first row in every column must be the column heading and not any data value.</li>
		<li>For Example - If you want to plot Cities v/s Annual Rainfall, the first row in your speardsheet must be a heading like ""City Name"" or ""Cities"" or something similar and not be a data value like ""Mumbai"".
		<br>
",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:165","Almost there! Just click on the button below to create the visualization.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:166","Create Graph!",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:166","Awesome. I have it.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/visualize.html:169","100",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_admin_page.html:8 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_help_page.html:8","Select admin page(s) for this resource from following options:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_cross_publish.html:7","Select from the following: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_cross_publish.html:8","* Use Ctrl + Click to select multiple options",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_cross_publish.html:10","Selections: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_cross_publish.html:13","Remove from ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_enroll.html:25","Enrollment Status:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_enroll.html:33 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_enroll.html:48","Enrolled",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_enroll.html:35 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_enroll.html:52","Enroll",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_interaction.html:20","Do you want to enable Comments/Discussion on this Activity for Students ? ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_node_form.html:27","Display Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_photo_upload.html:107","Your profile photo is uploading. Please wait..",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_photo_upload.html:260","Please wait while your profile picture is updated..",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_tags.html:109","Tag already exists.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/widget_user_search.html:14","Search User by name : ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:12","items found ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:31","Sorry, no topics are available.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:58"," Tags Topic Display
	</h2><h5>Following are the topics with the tag <strong>""%(tag)s""</strong></center><br><br>
	Select the topic from the panel on the left to view the details about that topic. The knowledge graph for that particular topic is also available on the same page.
",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:75","Select the topic from the panel on the left to view the details about that topic. The knowledge graph for that particular topic is also available on the same page.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:201","Wikipedia Page Link:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:215","Attributes:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:227","Relations:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:232","Sorry, no relations in this list.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:236","Wikipedia Page:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:239","Your browser does not support iframes.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:245","This data has been harvested from",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:245","Wikidata Project",
"gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:246","All structured data from the main and property namespace is available under the Creative Commons CC0 License. Text in the other namespaces is available under the Creative Commons Attribution-ShareAlike License. Additional terms may apply. By using this site, you agree to the Terms of Use and Privacy Policy.",
"gnowsys_ndf/ndf/templates/notification/base.html:4","notices",
"gnowsys_ndf/ndf/templates/notification/email_body.txt:1","You have received the following notice from the site: ",
"gnowsys_ndf/ndf/templates/notification/email_subject.txt:1","[%(current_site)s] %(message)s",
"gnowsys_ndf/ndf/templates/notification/notice_settings.html:8 gnowsys_ndf/ndf/templates/notification/notice_settings.html:11 gnowsys_ndf/notification/templates/notification/notice_settings.html:8 gnowsys_ndf/notification/templates/notification/notice_settings.html:11","Notification Settings",
"gnowsys_ndf/ndf/templates/notification/notice_settings.html:17","Notice",
"gnowsys_ndf/ndf/templates/notification/notice_settings.html:18","You do not have a verified email address to which notices can be sent.",
"gnowsys_ndf/ndf/templates/notification/notice_settings.html:18","Add one ",
"gnowsys_ndf/ndf/templates/notification/notice_settings.html:18","now",
"gnowsys_ndf/ndf/templates/notification/notice_settings.html:27 gnowsys_ndf/notification/templates/notification/notice_settings.html:27","Notification Type",
"gnowsys_ndf/ndf/templates/notification/short.txt:5","Activity notification from",
"gnowsys_ndf/ndf/templates/online_status/example.html:4","Users online",
"gnowsys_ndf/ndf/templates/online_status/example.html:7","Status for user ",
"gnowsys_ndf/ndf/templates/online_status/example.html:10","My status ",
"gnowsys_ndf/ndf/templates/registration/activate.html:6 gnowsys_ndf/ndf/templates/registration/activation_complete.html:4","Activation complete",
"gnowsys_ndf/ndf/templates/registration/activate.html:8","Activation problem",
"gnowsys_ndf/ndf/templates/registration/activate.html:19","Thanks",
"gnowsys_ndf/ndf/templates/registration/activate.html:19","Your activation complete!",
"gnowsys_ndf/ndf/templates/registration/activate.html:22","You may",
"gnowsys_ndf/ndf/templates/registration/activate.html:22","login",
"gnowsys_ndf/ndf/templates/registration/activate.html:22","using your email and password.",
"gnowsys_ndf/ndf/templates/registration/activate.html:27","Oops! It seems that your activation key is invalid. Please check the url or try to reset your password again. ",
"gnowsys_ndf/ndf/templates/registration/activation_complete.html:13","Account successfully activated.",
"gnowsys_ndf/ndf/templates/registration/activation_complete.html:14 gnowsys_ndf/ndf/templates/registration/password_reset_complete.html:14","Please ",
"gnowsys_ndf/ndf/templates/registration/activation_complete.html:14 gnowsys_ndf/ndf/templates/registration/password_reset_complete.html:14","Sign In",
"gnowsys_ndf/ndf/templates/registration/activation_complete.html:14 gnowsys_ndf/ndf/templates/registration/password_reset_complete.html:14"," here.",
"gnowsys_ndf/ndf/templates/registration/activation_email.html:13","Account registration",
"gnowsys_ndf/ndf/templates/registration/activation_email.html:16","You (or someone pretending to be you) have asked to register an account at: ",
"gnowsys_ndf/ndf/templates/registration/activation_email.html:17","If this wasn't you, please ignore this email and your address will be removed from our records.",
"gnowsys_ndf/ndf/templates/registration/activation_email.html:21","To activate this account, please click the following link within the next two days.",
"gnowsys_ndf/ndf/templates/registration/activation_email.html:26 gnowsys_ndf/ndf/templates/registration/activation_email.txt:11","Sincerely",
"gnowsys_ndf/ndf/templates/registration/activation_email.html:27"," ""%(site.name|capfirst)s Team"" ",
"gnowsys_ndf/ndf/templates/registration/activation_email.txt:5","You (or someone pretending to be you) have asked to register an account at ",
"gnowsys_ndf/ndf/templates/registration/activation_email.txt:6","If this wasn't you, please ignore this email and your details will be removed from our records.",
"gnowsys_ndf/ndf/templates/registration/activation_email.txt:8","To activate this account, please click the following link within the next",
"gnowsys_ndf/ndf/templates/registration/activation_email.txt:8","days",
"gnowsys_ndf/ndf/templates/registration/activation_email.txt:12","Team",
"gnowsys_ndf/ndf/templates/registration/activation_email_subject.txt:3","Account registration for",
"gnowsys_ndf/ndf/templates/registration/login.html:28","Log In",
"gnowsys_ndf/ndf/templates/registration/login.html:36 gnowsys_ndf/ndf/templates/registration/login_clix.html:38","Either your email or password is incorrect !",
"gnowsys_ndf/ndf/templates/registration/login.html:73 gnowsys_ndf/ndf/templates/registration/login_clix.html:103","Recover your password",
"gnowsys_ndf/ndf/templates/registration/login.html:73 gnowsys_ndf/ndf/templates/registration/login_clix.html:103","Forgot your password?",
"gnowsys_ndf/ndf/templates/registration/login.html:96 gnowsys_ndf/ndf/templates/registration/login_clix.html:115","Click here to register",
"gnowsys_ndf/ndf/templates/registration/login.html:97","Don't have an account? Register yourself now.",
"gnowsys_ndf/ndf/templates/registration/login_clix.html:33","LogIn",
"gnowsys_ndf/ndf/templates/registration/login_clix.html:116","Don't have an account?",
"gnowsys_ndf/ndf/templates/registration/logout.html:4","Logged out",
"gnowsys_ndf/ndf/templates/registration/logout.html:11","You have sucessfully logged out.",
"gnowsys_ndf/ndf/templates/registration/logout.html:12","Thank you for visiting our website. Please return often to take advantage of this platform.",
"gnowsys_ndf/ndf/templates/registration/password_change_done.html:7","Password successfully changed",
"gnowsys_ndf/ndf/templates/registration/password_change_form.html:26","Submit",
"gnowsys_ndf/ndf/templates/registration/password_reset_complete.html:5","Password reset complete",
"gnowsys_ndf/ndf/templates/registration/password_reset_complete.html:13","Your password has been reset successfully.",
"gnowsys_ndf/ndf/templates/registration/password_reset_confirm.html:4","Confirm password reset",
"gnowsys_ndf/ndf/templates/registration/password_reset_confirm.html:43 gnowsys_ndf/ndf/templates/registration/registration_form.html:63","Either both passwords doesn't match or doesn't satisfy the criteria!!!",
"gnowsys_ndf/ndf/templates/registration/password_reset_confirm.html:66 gnowsys_ndf/ndf/templates/registration/registration_form.html:110","NOTE: ",
